11 512 0.001016145833333333 0.00108125
34 256 0.001797395833333333 0.001829947916666667
38 256 0.001927604166666667 0.00196015625
41 256 0.002025260416666667 0.0020578125
71 256 0.003001822916666667 0.003034375
77 256 0.003197135416666667 0.0032296875
86 256 0.003490104166666667 0.00352265625
87 256 0.00352265625 0.003555208333333333
102 256 0.0040109375 0.004043489583333333
126 256 0.0047921875 0.004824739583333333
127 256 0.004824739583333334 0.004857291666666667
133 256 0.005020052083333333 0.005052604166666666
169 256 0.006191927083333333 0.006224479166666666
170 256 0.006224479166666666 0.00625703125
194 256 0.007005729166666666 0.007038281249999999
226 512 0.008047395833333333 0.0081125
242 1024 0.0090890625 0.009219270833333333
258 2048 0.01117239583333333 0.0114328125
297 2048 0.02132864583333334 0.0215890625
